ÔÆ¸ÕÐÀ	24181334	24181334	0	17	71.00	82.00	88.00	68.00	0.0000	#
¾üºÆ²¨	23201008	23201008	0	19	66.00	92.00	72.00	78.00	0.0000	#
ÐùºìÁÁ	23191428	23191428	0	24	94.00	76.00	81.00	57.00	0.0000	#
Ó¥ÎÄÁÁ	22200917	22200917	0	19	78.00	84.00	68.00	78.00	0.0000	#
¾üÑôÀö	25201105	25201105	0	21	96.00	95.00	48.00	68.00	0.0000	#
öÎÐãÁá	25180714	25180714	1	17	84.00	43.00	88.00	92.00	0.0000	#
ÇÙ½ÜÇï	21201218	21201218	1	20	90.00	59.00	82.00	76.00	0.0000	#
ÑóÇï¸Õ	22181217	22181217	0	22	70.00	89.00	54.00	94.00	0.0000	#
¿­ÀöÆ¼	21181128	21181128	0	20	85.00	52.00	96.00	74.00	0.0000	#
µÄ¹æ»®	23231222	23231222	1	16	99.00	99.00	17.00	91.00	0.0000	#
ÓñÏ¼¾§	24181633	24181633	0	19	87.00	46.00	92.00	81.00	0.0000	#
ÀòÃÎÐÀ	23190916	23190916	0	18	77.00	94.00	46.00	89.00	0.0000	#
Ã÷ÈªÉ¯	24201534	24201534	0	22	77.00	73.00	89.00	66.00	0.0000	#
ÑÞÑÞÀö	21191014	21191014	1	20	90.00	67.00	69.00	78.00	0.0000	#
ÃÎÄþÀò	22181112	22181112	1	23	72.00	68.00	74.00	90.00	0.0000	#
ºÆÃùÎ°	23201406	23201406	1	20	87.00	81.00	74.00	61.00	0.0000	#
¶¬Ã÷Á«	21181327	21181327	0	17	82.00	76.00	52.00	92.00	0.0000	#
ÁÖæ«¾ü	23200930	23200930	0	20	69.00	80.00	65.00	88.00	0.0000	#
ÄÝ¸ÕÓî	21181527	21181527	1	19	60.00	60.00	93.00	89.00	0.0000	#
Ó¨è´Ñô	23201834	23201834	0	23	62.00	86.00	65.00	89.00	0.0000	#
Ç¿¸ÕÆ¼	23181225	23181225	0	18	90.00	58.00	58.00	93.00	0.0000	#
æÃÑô¾ü	25200913	25200913	1	17	94.00	44.00	89.00	72.00	0.0000	#
æÃÀöÆ½	24191307	24191307	0	23	86.00	92.00	66.00	55.00	0.0000	#
ÇÙÓîÁá	23201034	23201034	0	23	82.00	60.00	86.00	71.00	0.0000	#
ÄþÄÝ¾²	24191221	24191221	0	24	92.00	61.00	69.00	77.00	0.0000	#
½ÜÓñÄÈ	23181209	23181209	1	22	86.00	85.00	47.00	81.00	0.0000	#
ÑÞ¾ü·«	23191826	23191826	1	21	91.00	61.00	74.00	72.00	0.0000	#
¾üÅô¾ê	25181605	25181605	0	23	85.00	62.00	72.00	79.00	0.0000	#
ÓÂÆ¼æ÷	25181131	25181131	0	17	72.00	59.00	79.00	88.00	0.0000	#
ºêÀö³¬	21191521	21191521	0	21	73.00	89.00	82.00	53.00	0.0000	#
ºÆÀÚÀö	24191010	24191010	0	24	87.00	46.00	93.00	71.00	0.0000	#
Ãµ¾êÀö	21200817	21200817	1	21	82.00	52.00	91.00	72.00	0.0000	#
ÁÖÑóºê	21181610	21181610	1	23	70.00	51.00	94.00	82.00	0.0000	#
öÎè´¸Õ	25201428	25201428	1	17	86.00	87.00	68.00	56.00	0.0000	#
ºÆöÎÈð	23191726	23191726	0	20	71.00	90.00	91.00	45.00	0.0000	#
²¨ÁÁÂ¶	23181732	23181732	0	17	56.00	56.00	92.00	93.00	0.0000	#
ÃµÑàºè	24190715	24190715	0	22	76.00	73.00	78.00	69.00	0.0000	#
ÑôÏ¼½Ü	22190719	22190719	0	20	57.00	77.00	92.00	70.00	0.0000	#
½¡´ºÀö	25191715	25191715	1	19	71.00	84.00	96.00	45.00	0.0000	#
Ó¨ÓîÎÄ	21201625	21201625	1	23	47.00	77.00	76.00	96.00	0.0000	#
Íê³ÉµÄ	24210423	24210423	1	17	99.00	99.00	84.00	13.00	0.0000	#
Ñî´ºÄþ	22200716	22200716	0	20	71.00	82.00	57.00	85.00	0.0000	#
Ã·¾ê´º	23201633	23201633	1	19	92.00	75.00	78.00	50.00	0.0000	#
ÀööÎÀö	21180929	21180929	0	19	86.00	60.00	55.00	93.00	0.0000	#
ÓîÃÎ¾²	25180716	25180716	1	17	84.00	42.00	82.00	85.00	0.0000	#
Ã÷´º½Ü	23191116	23191116	1	20	96.00	54.00	72.00	71.00	0.0000	#
Ó¥¾ê²¨	21191727	21191727	0	22	79.00	91.00	62.00	61.00	0.0000	#
¶°²¨Åô	22201732	22201732	1	18	43.00	86.00	83.00	80.00	0.0000	#
ÓÂºÆÏ¼	23181629	23181629	1	20	90.00	63.00	75.00	63.00	0.0000	#
ºÍ·¨¹ú	22231220	22231220	0	18	78.00	65.00	83.00	63.00	0.0000	#
ÈªÀöÀö	22200924	22200924	1	23	69.00	89.00	53.00	78.00	0.0000	#
öÎÑôÅô	23181126	23181126	0	22	67.00	43.00	82.00	97.00	0.0000	#
åûÑþÎ°	21191233	21191233	0	22	53.00	47.00	92.00	97.00	0.0000	#
½Ü»ªÑô	25200716	25200716	1	23	71.00	74.00	71.00	71.00	0.0000	#
¾êÄþÑþ	22201414	22201414	1	23	83.00	53.00	93.00	58.00	0.0000	#
½¡ÄþÃ÷	21190930	21190930	1	17	81.00	73.00	59.00	74.00	0.0000	#
ÓîÅô·É	25200833	25200833	0	18	86.00	75.00	53.00	72.00	0.0000	#
ÐãæÃÓî	22201406	22201406	0	20	75.00	77.00	78.00	56.00	0.0000	#
½¨Ñþ¾ê	25200813	25200813	0	23	92.00	48.00	97.00	49.00	0.0000	#
´º¸Õè´	22191811	22191811	0	21	68.00	71.00	51.00	96.00	0.0000	#
·ÆÈªÓ¥	22181119	22181119	1	24	75.00	75.00	74.00	60.00	0.0000	#
ÁÕÐã½Ü	25201319	25201319	1	20	69.00	77.00	65.00	73.00	0.0000	#
ºÆÀöÑô	22191618	22191618	1	20	71.00	68.00	60.00	85.00	0.0000	#
¾ü´´½Ü	24201633	24201633	0	20	93.00	44.00	72.00	75.00	0.0000	#
½ÜÀöÃ·	25181515	25181515	1	23	43.00	94.00	52.00	95.00	0.0000	#
ÅôÑþÓñ	23200712	23200712	0	21	70.00	58.00	71.00	84.00	0.0000	#
½¨öÎÇ¿	23200905	23200905	0	19	80.00	62.00	58.00	83.00	0.0000	#
ÃùÃù¾ü	22180911	22180911	0	21	78.00	87.00	52.00	66.00	0.0000	#
ÓîÀòºÆ	25200933	25200933	0	21	82.00	70.00	63.00	68.00	0.0000	#
ÄÝöÎÔÆ	23191433	23191433	1	23	63.00	62.00	62.00	96.00	0.0000	#
ÐùÀòÁÖ	23201634	23201634	1	21	85.00	79.00	63.00	55.00	0.0000	#
ÃÎ¶¬Ñî	23191213	23191213	0	22	65.00	47.00	82.00	88.00	0.0000	#
Ç¿É¯Åô	22190905	22190905	0	17	75.00	45.00	96.00	66.00	0.0000	#
ÁÖÅôÀò	24191022	24191022	1	20	92.00	77.00	63.00	50.00	0.0000	#
Ðù»ÔÄÝ	22181624	22181624	0	20	90.00	52.00	87.00	53.00	0.0000	#
ÑîÐãæ«	22180733	22180733	0	17	64.00	95.00	56.00	67.00	0.0000	#
½¨ÐÀ¾ü	25181630	25181630	1	23	87.00	50.00	88.00	57.00	0.0000	#
´ºÓñ»ª	22201522	22201522	0	17	94.00	61.00	54.00	73.00	0.0000	#
Ã·ÅôÏ¼	25181721	25181721	1	19	87.00	72.00	51.00	71.00	0.0000	#
ÑþÓÂÓî	25180708	25180708	1	23	93.00	62.00	49.00	77.00	0.0000	#
½ÜÍþÀö	25191129	25191129	0	21	92.00	65.00	43.00	81.00	0.0000	#
Ó¥ÇÙöÎ	25190924	25190924	1	21	50.00	53.00	85.00	93.00	0.0000	#
·«¶¬Ñþ	24180716	24180716	0	24	46.00	92.00	60.00	82.00	0.0000	#
µ¤öÎÈð	21201811	21201811	0	18	60.00	58.00	78.00	84.00	0.0000	#
Äþ·ÉÀò	25181710	25181710	1	22	51.00	57.00	83.00	89.00	0.0000	#
Ç¿´ººÆ	24201422	24201422	1	24	46.00	75.00	91.00	68.00	0.0000	#
Àöæ÷Ñà	25181511	25181511	1	22	90.00	66.00	62.00	61.00	0.0000	#
ÀÙÇïæÃ	22191334	22191334	1	24	51.00	70.00	97.00	61.00	0.0000	#
ÇïÓêÁ«	25191532	25191532	1	22	78.00	54.00	88.00	59.00	0.0000	#
ÄþÑôÏè	23201431	23201431	0	19	93.00	49.00	93.00	44.00	0.0000	#
ÑôºêÄÈ	24191011	24191011	1	23	73.00	92.00	46.00	68.00	0.0000	#
ÇïÅô·«	22181113	22181113	1	19	61.00	60.00	63.00	95.00	0.0000	#
½ÜÓ¨Åô	25181524	25181524	1	24	46.00	95.00	93.00	45.00	0.0000	#
Ïþ¾§Ó¨	23201519	23201519	0	19	91.00	88.00	51.00	49.00	0.0000	#
Àö¶¬Åô	24181122	24181122	0	22	69.00	79.00	59.00	71.00	0.0000	#
ÄÈ½Ü¸Õ	22181207	22181207	1	19	44.00	88.00	77.00	69.00	0.0000	#
ÑàÑó¾²	23181406	23181406	0	24	52.00	96.00	46.00	84.00	0.0000	#
½¨ÀÙöÎ	21190718	21190718	0	21	71.00	71.00	70.00	66.00	0.0000	#
öÎÏ¼·¼	22191707	22191707	0	22	80.00	75.00	49.00	74.00	0.0000	#
ÓîÁÕåû	22181734	22181734	1	18	74.00	80.00	47.00	76.00	0.0000	#
ÁÕÐÀçâ	25190927	25190927	0	17	93.00	44.00	62.00	77.00	0.0000	#
Ñó«h½Ü	22201334	22201334	0	21	64.00	77.00	83.00	52.00	0.0000	#
²¨¾üÇÙ	21181530	21181530	1	19	48.00	82.00	68.00	78.00	0.0000	#
ÅôÑó½Ü	21181614	21181614	1	21	85.00	56.00	60.00	75.00	0.0000	#
ÓÂÏ¼Åô	21181617	21181617	0	24	72.00	96.00	53.00	55.00	0.0000	#
è´ÔÆÓñ	25191605	25191605	0	18	88.00	59.00	51.00	78.00	0.0000	#
Á¼Ï¼Íñ	24191434	24191434	0	18	49.00	68.00	70.00	89.00	0.0000	#
Æ¼ÓêÑ©	21201032	21201032	1	17	46.00	83.00	87.00	59.00	0.0000	#
öÎ·ÉÓÂ	23181118	23181118	1	20	92.00	48.00	75.00	58.00	0.0000	#
¿¥Ã·ÀÙ	21201122	21201122	0	22	88.00	76.00	48.00	61.00	0.0000	#
¾²ÀÙÀö	22191625	22191625	1	17	59.00	78.00	54.00	81.00	0.0000	#
³¬ÄÈ½Ü	25191014	25191014	1	17	56.00	94.00	52.00	70.00	0.0000	#
ºêÅôÄþ	23200923	23200923	0	22	53.00	48.00	96.00	74.00	0.0000	#
ÑôÄÝÀö	24201214	24201214	0	19	85.00	46.00	88.00	52.00	0.0000	#
ÑþÎ°Óê	22201322	22201322	1	23	58.00	47.00	77.00	88.00	0.0000	#
ÀöÓ¥¾²	24191526	24191526	1	17	59.00	67.00	76.00	68.00	0.0000	#
ÑþÓ¥±¦	22181220	22181220	1	21	54.00	45.00	81.00	89.00	0.0000	#
ÀöÃ÷¿­	23201133	23201133	1	20	58.00	69.00	50.00	92.00	0.0000	#
ÅôÐãºì	23180926	23180926	0	22	73.00	75.00	68.00	53.00	0.0000	#
Ó¨»¶¾²	23181306	23181306	0	17	91.00	59.00	68.00	50.00	0.0000	#
Ç¿ºÆÓî	24201211	24201211	0	20	69.00	53.00	57.00	89.00	0.0000	#
Æ½ÅôÀÚ	21201733	21201733	1	24	92.00	52.00	77.00	46.00	0.0000	#
åûÂ¶¶°	22181127	22181127	0	22	86.00	62.00	61.00	58.00	0.0000	#
ÁáÃ÷Óñ	25191026	25191026	1	17	94.00	73.00	48.00	52.00	0.0000	#
æÃçâåû	21180924	21180924	0	23	88.00	48.00	85.00	46.00	0.0000	#
ÓîÁÕ·Æ	23181514	23181514	0	21	60.00	84.00	77.00	46.00	0.0000	#
Æ¼Æ½Çí	21190710	21190710	0	22	70.00	54.00	77.00	64.00	0.0000	#
¾êÀöÎ°	21191333	21191333	1	21	52.00	77.00	62.00	73.00	0.0000	#
åûÂ¶Ã÷	25201519	25201519	1	17	43.00	56.00	87.00	78.00	0.0000	#
ºìÁáÄÈ	24191719	24191719	1	21	66.00	81.00	70.00	46.00	0.0000	#
æÃæ÷Óñ	23201433	23201433	0	19	42.00	55.00	73.00	93.00	0.0000	#
ÐãæÃ·É	23191533	23191533	1	21	55.00	68.00	85.00	53.00	0.0000	#
Ó¨Ç¿Èª	24181812	24181812	1	24	76.00	68.00	69.00	47.00	0.0000	#
è´ºÆÑô	22201207	22201207	0	23	89.00	61.00	54.00	55.00	0.0000	#
´´µ¤ÔÆ	24201532	24201532	1	20	44.00	74.00	89.00	52.00	0.0000	#
ÇÙ½ÜÃ÷	21180814	21180814	0	18	64.00	48.00	56.00	91.00	0.0000	#
ÑôÀöÃù	22191624	22191624	0	18	89.00	47.00	65.00	58.00	0.0000	#
Óñ½¨Ñô	25181111	25181111	0	22	61.00	50.00	94.00	54.00	0.0000	#
ÑÞöÎÍñ	24191029	24191029	1	22	90.00	49.00	74.00	45.00	0.0000	#
½ÜºêÑó	21191609	21191609	1	21	93.00	50.00	55.00	60.00	0.0000	#
ÐãÇÙ«h	24191327	24191327	1	17	85.00	59.00	44.00	70.00	0.0000	#
æÃÄþÅô	24201627	24201627	1	21	53.00	71.00	87.00	47.00	0.0000	#
ÇÙÑôÀö	24201032	24201032	1	19	72.00	65.00	54.00	67.00	0.0000	#
Åô»ªÀö	24201527	24201527	0	17	56.00	91.00	59.00	52.00	0.0000	#
ÃùöÎ»ª	25181533	25181533	1	19	44.00	72.00	86.00	55.00	0.0000	#
ÑôÃùæÃ	25191811	25191811	1	23	49.00	59.00	68.00	81.00	0.0000	#
¾ê·¼Ñô	21201730	21201730	0	18	53.00	83.00	51.00	70.00	0.0000	#
Ã÷ÀÚÌÎ	21190923	21190923	1	24	44.00	56.00	69.00	87.00	0.0000	#
Î°Ðã´´	23201319	23201319	0	22	56.00	52.00	81.00	66.00	0.0000	#
Èª·ÆÓî	21201008	21201008	0	22	70.00	47.00	63.00	75.00	0.0000	#
Ï¼ÓÂÃ·	22200931	22200931	1	18	44.00	93.00	69.00	49.00	0.0000	#
ÀòÀÚÅô	24191229	24191229	1	18	71.00	56.00	61.00	66.00	0.0000	#
ÁÖ¶¬ÁÕ	23181623	23181623	0	20	56.00	67.00	55.00	76.00	0.0000	#
Óñ½¡Íñ	25191008	25191008	1	19	74.00	42.00	70.00	68.00	0.0000	#
»ªÀöÀò	24181619	24181619	0	17	69.00	71.00	69.00	44.00	0.0000	#
Á¼¾²¶¬	23201816	23201816	0	19	47.00	55.00	72.00	79.00	0.0000	#
ÁáÁÕÃ·	21181721	21181721	0	23	48.00	73.00	73.00	59.00	0.0000	#
ÁáÄþÑ©	23191408	23191408	0	19	92.00	44.00	65.00	51.00	0.0000	#
Ñà»ªÐù	25191612	25191612	0	23	62.00	61.00	51.00	78.00	0.0000	#
Ó¥Íñ´´	22200707	22200707	1	19	48.00	46.00	64.00	94.00	0.0000	#
ÄþöÎ¶¬	22181626	22181626	0	19	62.00	49.00	86.00	55.00	0.0000	#
æÃ¿¥Ïþ	22201106	22201106	1	21	72.00	46.00	87.00	47.00	0.0000	#
Ïè¾êÃù	22201815	22201815	0	20	50.00	62.00	68.00	71.00	0.0000	#
¸ÕÓñ¿­	25191428	25191428	0	17	72.00	49.00	87.00	43.00	0.0000	#
¶¬ÃùÄþ	21201726	21201726	0	20	62.00	45.00	49.00	93.00	0.0000	#
ºêÔÆºì	22201323	22201323	1	19	51.00	78.00	63.00	57.00	0.0000	#
Ïè¾êÏ¼	25181614	25181614	1	22	68.00	44.00	83.00	54.00	0.0000	#
ÁÁ¾êÐã	25191525	25191525	1	21	66.00	64.00	50.00	68.00	0.0000	#
¿¥³¬Ó¥	24181721	24181721	0	18	55.00	45.00	77.00	71.00	0.0000	#
ºêºÆµ¤	24200731	24200731	0	21	45.00	86.00	71.00	46.00	0.0000	#
Äþ´´Äþ	24201416	24201416	0	22	80.00	48.00	44.00	76.00	0.0000	#
ÎÄÎ°Äþ	25191834	25191834	1	20	55.00	44.00	77.00	71.00	0.0000	#
ÀöÏè¸Õ	23181713	23181713	0	19	67.00	82.00	44.00	54.00	0.0000	#
ÑôæÃ·Æ	23201322	23201322	1	20	61.00	63.00	62.00	61.00	0.0000	#
Æ½ÄÝöÎ	25180726	25180726	0	21	63.00	49.00	78.00	56.00	0.0000	#
ÐÀÁáÓñ	22191726	22191726	1	22	55.00	58.00	61.00	72.00	0.0000	#
åû²¨Åô	24201021	24201021	0	17	65.00	43.00	73.00	65.00	0.0000	#
ÔÆÈª»Ô	25181317	25181317	0	18	59.00	76.00	51.00	59.00	0.0000	#
¾²ÁÁÌÎ	21191023	21191023	1	24	50.00	58.00	70.00	66.00	0.0000	#
Óñ¿¥Ã÷	21201331	21201331	0	21	51.00	57.00	70.00	66.00	0.0000	#
öÎæÃÆ¼	23200720	23200720	1	23	62.00	52.00	79.00	51.00	0.0000	#
ÐÀºêÄþ	24190728	24190728	1	17	48.00	68.00	43.00	85.00	0.0000	#
Åô¾êÓñ	21190717	21190717	1	21	47.00	72.00	47.00	78.00	0.0000	#
Ñô·åÁá	21181126	21181126	0	17	96.00	42.00	59.00	47.00	0.0000	#
Ó¨Ó¥Ïþ	23190931	23190931	1	17	65.00	53.00	56.00	69.00	0.0000	#
ÓîÌÎÁÁ	25191308	25191308	0	22	44.00	86.00	55.00	58.00	0.0000	#
Óñ¾ê½Ü	23191719	23191719	0	21	59.00	52.00	80.00	52.00	0.0000	#
ÑþÎ°³¬	22191410	22191410	0	21	83.00	72.00	44.00	43.00	0.0000	#
½ÜÃ·¾²	25201521	25201521	0	17	89.00	44.00	48.00	60.00	0.0000	#
Ó¨¾§¸Õ	25191807	25191807	1	23	47.00	54.00	79.00	61.00	0.0000	#
Ó¨è´½¨	23181421	23181421	0	18	51.00	51.00	75.00	64.00	0.0000	#
Î°ÇïÓ¨	21191213	21191213	1	20	44.00	54.00	72.00	70.00	0.0000	#
Î°Åôºê	21191115	21191115	1	19	92.00	54.00	44.00	49.00	0.0000	#
ÅôÁá¿­	22191716	22191716	0	17	42.00	77.00	45.00	74.00	0.0000	#
ÁÁÎ°ÄÈ	23181723	23181723	1	19	69.00	52.00	45.00	72.00	0.0000	#
Àö¾üÃÎ	22181723	22181723	0	18	52.00	57.00	84.00	45.00	0.0000	#
¶°¾êÃ÷	22191117	22191117	0	24	91.00	47.00	54.00	45.00	0.0000	#
Æ¼Ï¼öÎ	24190823	24190823	0	20	70.00	50.00	52.00	65.00	0.0000	#
ÐãæÃ¸Õ	24181732	24181732	1	19	64.00	78.00	44.00	51.00	0.0000	#
Ã·Ó¨ÔÆ	22200717	22200717	1	19	72.00	49.00	50.00	64.00	0.0000	#
Á«É¯Íñ	23201813	23201813	0	19	64.00	58.00	46.00	67.00	0.0000	#
æÃ¿¥¸Õ	21191622	21191622	1	23	65.00	51.00	43.00	76.00	0.0000	#
Ï¼Óê½Ü	21191305	21191305	0	20	43.00	58.00	64.00	70.00	0.0000	#
´´ÃÎÀÚ	24181820	24181820	0	20	58.00	78.00	44.00	54.00	0.0000	#
ÁÕÓêÀò	22191531	22191531	0	20	85.00	48.00	51.00	49.00	0.0000	#
ÐãÓîÄÈ	23201713	23201713	1	17	44.00	81.00	47.00	61.00	0.0000	#
Óñºêçâ	25181625	25181625	1	21	43.00	90.00	43.00	56.00	0.0000	#
ÀÙ´´Ñó	21201023	21201023	1	22	64.00	60.00	43.00	64.00	0.0000	#
çâÈªÀò	23181020	23181020	1	20	47.00	63.00	67.00	54.00	0.0000	#
Ã÷±¦¾ê	23191233	23191233	0	23	57.00	42.00	45.00	83.00	0.0000	#
Ç¿ÓêÐã	22190727	22190727	1	17	42.00	92.00	44.00	49.00	0.0000	#
ÇÙÇíÑî	25191214	25191214	0	18	46.00	44.00	75.00	61.00	0.0000	#
Î°ÀÚæÃ	22180734	22180734	0	18	42.00	47.00	52.00	84.00	0.0000	#
¾²Åô¾²	22201121	22201121	1	19	59.00	64.00	49.00	52.00	0.0000	#
ºÆÎ°»ª	21201016	21201016	0	23	66.00	59.00	46.00	52.00	0.0000	#
ÑôÆ½«h	25181318	25181318	0	22	75.00	47.00	43.00	56.00	0.0000	#
Ç¿öÎ»¶	23201228	23201228	1	24	44.00	58.00	53.00	66.00	0.0000	#
¾§ºÆÃ÷	21180912	21180912	0	17	62.00	46.00	51.00	61.00	0.0000	#
¶¬´´Ðù	25191633	25191633	0	23	67.00	52.00	44.00	56.00	0.0000	#
ÓÂºìºê	22181726	22181726	1	21	66.00	42.00	52.00	58.00	0.0000	#
ÓÂ¾êÇ¿	22181212	22181212	1	19	43.00	56.00	68.00	51.00	0.0000	#
ÔÆÓ¥¾ê	21191508	21191508	0	24	54.00	59.00	60.00	44.00	0.0000	#
Ç¿Ñô½¨	24201334	24201334	0	19	53.00	56.00	62.00	46.00	0.0000	#
ÇÙ½Ü»ª	21181329	21181329	1	22	52.00	51.00	46.00	68.00	0.0000	#
·¼¶¬Ñô	24200917	24200917	1	24	45.00	70.00	44.00	54.00	0.0000	#
½¡ÈªÓ¨	24201811	24201811	1	18	45.00	59.00	50.00	56.00	0.0000	#
Àö¶¬¾²	25190709	25190709	1	23	43.00	75.00	48.00	43.00	0.0000	#
ÑàæÃ¶¬	24201305	24201305	0	17	47.00	54.00	50.00	58.00	0.0000	#
ÅôÎ°Åô	24201724	24201724	0	17	48.00	47.00	57.00	49.00	0.0000	#
¾²½Üæ÷	25201414	25201414	1	19	57.00	42.00	52.00	43.00	0.0000	#
